"No.","Time","Source","Destination","Protocol","Length","Info"
"23","0.602847","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=8761 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"24","0.602847","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=10221 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"25","0.602847","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=11681 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"26","0.602847","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=13141 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"27","0.602847","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=14601 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"28","0.602847","192.168.1.64","18.195.202.253","TLSv1.2","407","Application Data"
"29","0.603003","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=16414 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"30","0.603003","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=17874 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"31","0.603003","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=19334 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"32","0.603003","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=20794 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"33","0.603003","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=22254 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"34","0.603003","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=23714 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"35","0.603003","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=25174 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"36","0.603003","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=26634 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"37","0.603003","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=28094 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"38","0.603003","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=29554 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"39","0.603003","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=31014 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"40","0.603003","192.168.1.64","18.195.202.253","TLSv1.2","407","Application Data"
"41","0.603125","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=32827 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"42","0.603125","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=34287 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"43","0.603125","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=35747 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"44","0.603125","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=37207 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"45","0.603125","192.168.1.64","18.195.202.253","TCP","1514","19886  >  443 [ACK] Seq=38667 Ack=1 Win=508 Len=1460 [TCP segment of a reassembled PDU]"
"46","0.603125","192.168.1.64","18.195.202.253","TLSv1.2","866","Application Data"
"47","0.631182","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=2921 Win=4548 Len=0"
"48","0.633183","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=5841 Win=4548 Len=0"
"49","0.633183","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=8761 Win=4548 Len=0"
"50","0.634315","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=11681 Win=4548 Len=0"
"51","0.635140","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=14601 Win=4548 Len=0"
"52","0.635668","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=16414 Win=4548 Len=0"
"53","0.638022","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=19334 Win=4548 Len=0"
"54","0.638129","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=22254 Win=4548 Len=0"
"55","0.639406","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=25174 Win=4548 Len=0"
"56","0.640668","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=28094 Win=4548 Len=0"
"57","0.641414","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=31014 Win=4548 Len=0"
"58","0.642353","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=32827 Win=4548 Len=0"
"59","0.644348","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=35747 Win=4548 Len=0"
"60","0.645074","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=38667 Win=4548 Len=0"
"61","0.645074","18.195.202.253","192.168.1.64","TCP","60","443  >  19886 [ACK] Seq=1 Ack=40939 Win=4548 Len=0"
"62","0.646966","18.195.202.253","192.168.1.64","TLSv1.2","182","Application Data"
"63","0.697140","192.168.1.64","18.195.202.253","TCP","54","19886  >  443 [ACK] Seq=40939 Ack=129 Win=508 Len=0"
"64","1.388303","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","703","Application Data"
"65","1.388524","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","3238","Application Data"
"66","1.406946","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=1 Ack=630 Win=1819 Len=0"
"67","1.407071","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=1 Ack=1850 Win=1828 Len=0"
"68","1.408325","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=1 Ack=3070 Win=1838 Len=0"
"69","1.408325","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=1 Ack=3794 Win=1847 Len=0"
"70","1.425037","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200a","TCP","75","23235  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1 [TCP segment of a reassembled PDU]"
"71","1.433783","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","334","Application Data"
"72","1.433783","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","136","Application Data"
"73","1.433783","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","105","Application Data"
"74","1.433783","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","113","Application Data"
"75","1.433904","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TCP","74","23248  >  443 [ACK] Seq=3794 Ack=393 Win=2054 Len=0"
"76","1.435656","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","109","Application Data"
"77","1.435794","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","113","Application Data"
"78","1.443911","2a00:1450:4002:405::200a","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","86","443  >  23235 [ACK] Seq=1 Ack=2 Win=262 Len=0 SLE=1 SRE=2"
"79","1.454305","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=393 Ack=3868 Win=1847 Len=0"
"80","1.656189","192.168.1.64","142.250.184.106","TCP","55","23236  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1 [TCP segment of a reassembled PDU]"
"81","1.674034","142.250.184.106","192.168.1.64","TCP","66","443  >  23236 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"82","1.825055","192.0.78.23","192.168.1.64","TLSv1.2","78","Application Data"
"83","1.825503","192.168.1.64","192.0.78.23","TLSv1.2","82","Application Data"
"84","1.843860","192.0.78.23","192.168.1.64","TCP","60","443  >  23130 [ACK] Seq=25 Ack=29 Win=65 Len=0"
"85","3.354005","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::2006","TCP","75","23265  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]"
"86","3.403689","2a00:1450:4002:402::2006","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","86","443  >  23265 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"87","5.023582","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","2633","Application Data"
"88","5.043143","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=393 Ack=6308 Win=1866 Len=0"
"89","5.048228","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=393 Ack=6427 Win=1866 Len=0"
"90","5.048654","192.168.1.64","142.251.209.34","QUIC","1292","Initial, DCID=6e20d06ead03931a, PKN: 1, PADDING, PING, PING, PING, PING, PING, PADDING, PING, PADDING, CRYPTO"
"91","5.049035","192.168.1.64","142.251.209.34","QUIC","116","0-RTT, DCID=6e20d06ead03931a"
"92","5.049320","192.168.1.64","142.251.209.34","QUIC","1288","0-RTT, DCID=6e20d06ead03931a"
"93","5.049365","192.168.1.64","142.251.209.34","QUIC","371","0-RTT, DCID=6e20d06ead03931a"
"94","5.073258","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","333","Application Data"
"95","5.073258","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","147","Application Data"
"96","5.073433","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TCP","74","23248  >  443 [ACK] Seq=6427 Ack=725 Win=2058 Len=0"
"97","5.074680","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","105","Application Data"
"98","5.074680","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","113","Application Data"
"99","5.074789","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TCP","74","23248  >  443 [ACK] Seq=6427 Ack=795 Win=2058 Len=0"
"100","5.075831","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","113","Application Data"
"101","5.082862","142.251.209.34","192.168.1.64","QUIC","1292","Protected Payload (KP0)"
"102","5.082862","142.251.209.34","192.168.1.64","QUIC","832","Protected Payload (KP0)"
"103","5.085809","142.251.209.34","192.168.1.64","QUIC","134","Protected Payload (KP0)"
"104","5.085809","142.251.209.34","192.168.1.64","QUIC","67","Protected Payload (KP0)"
"105","5.085828","192.168.1.64","142.251.209.34","QUIC","1292","Handshake, DCID=6e20d06ead03931a"
"106","5.086556","192.168.1.64","142.251.209.34","QUIC","115","Handshake, DCID=6e20d06ead03931a"
"107","5.087116","192.168.1.64","142.251.209.34","QUIC","75","Protected Payload (KP0), DCID=6e20d06ead03931a"
"108","5.098892","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=795 Ack=6466 Win=1866 Len=0"
"109","5.109812","142.251.209.34","192.168.1.64","QUIC","67","Protected Payload (KP0)"
"110","5.109812","142.251.209.34","192.168.1.64","QUIC","162","Protected Payload (KP0)"
"111","5.110062","192.168.1.64","142.251.209.34","QUIC","75","Protected Payload (KP0), DCID=6e20d06ead03931a"
"112","5.132881","142.251.209.34","192.168.1.64","QUIC","488","Protected Payload (KP0)"
"113","5.133089","192.168.1.64","142.251.209.34","QUIC","77","Protected Payload (KP0), DCID=6e20d06ead03931a"
"114","5.133256","142.251.209.34","192.168.1.64","QUIC","67","Protected Payload (KP0)"
"115","5.151650","142.251.209.34","192.168.1.64","QUIC","67","Protected Payload (KP0)"
"116","5.159688","192.168.1.64","142.251.209.34","QUIC","75","Protected Payload (KP0), DCID=6e20d06ead03931a"
"117","5.241136","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","1755","Application Data"
"118","5.241967","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","977","Application Data"
"119","5.242026","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","331","Application Data"
"120","5.248775","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","2084","Application Data"
"121","5.260675","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=795 Ack=7686 Win=1876 Len=0"
"122","5.260675","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=795 Ack=8147 Win=1885 Len=0"
"123","5.268225","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=795 Ack=9050 Win=1895 Len=0"
"124","5.268225","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=795 Ack=9307 Win=1905 Len=0"
"125","5.272594","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","857","Application Data"
"126","5.272767","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","331","Application Data"
"127","5.273582","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","791","Application Data"
"128","5.277304","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=795 Ack=10527 Win=1914 Len=0"
"129","5.277304","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=795 Ack=11317 Win=1924 Len=0"
"130","5.281035","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","145","Application Data"
"131","5.282350","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","105","Application Data"
"132","5.282383","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TCP","74","23248  >  443 [ACK] Seq=13074 Ack=897 Win=2058 Len=0"
"133","5.283145","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","113","Application Data"
"134","5.283145","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","147","Application Data"
"135","5.283169","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TCP","74","23248  >  443 [ACK] Seq=13074 Ack=1009 Win=2057 Len=0"
"136","5.283574","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","113","Application Data"
"137","5.287526","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","1131","Application Data"
"138","5.293959","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=1009 Ack=12357 Win=1943 Len=0"
"139","5.296005","192.168.1.64","142.250.184.98","QUIC","1292","Initial, DCID=ceb04ff2bca3bdef, PKN: 1, PING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PADDING"
"140","5.297824","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=1009 Ack=13074 Win=1952 Len=0"
"141","5.297953","192.168.1.64","142.250.184.98","QUIC","119","0-RTT, DCID=ceb04ff2bca3bdef"
"142","5.298842","192.168.1.64","142.250.184.98","QUIC","1288","0-RTT, DCID=ceb04ff2bca3bdef"
"143","5.298890","192.168.1.64","142.250.184.98","QUIC","802","0-RTT, DCID=ceb04ff2bca3bdef"
"144","5.299173","192.168.1.64","142.251.209.34","QUIC","177","Protected Payload (KP0), DCID=6e20d06ead03931a"
"145","5.299324","192.168.1.64","142.251.209.34","QUIC","1123","Protected Payload (KP0), DCID=6e20d06ead03931a"
"146","5.299330","2001:b07:ae5:604b:605a:732d:3322:5c15","2001:b07:ae5:604b::1","DNS","92","Standard query 0x3737 A i1.ytimg.com"
"147","5.299414","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","309","Application Data"
"148","5.299414","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","147","Application Data"
"149","5.299414","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","105","Application Data"
"150","5.299458","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TLSv1.2","194","Application Data"
"151","5.299461","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TCP","74","23248  >  443 [ACK] Seq=14170 Ack=1348 Win=2056 Len=0"
"152","5.299471","2001:b07:ae5:604b:605a:732d:3322:5c15","2001:b07:ae5:604b::1","DNS","92","Standard query 0x9547 AAAA i1.ytimg.com"
"153","5.299496","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TLSv1.2","113","Application Data"
"154","5.305657","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=1348 Ack=14170 Win=1962 Len=0"
"155","5.312203","2001:b07:ae5:604b::1","2001:b07:ae5:604b:605a:732d:3322:5c15","DNS","108","Standard query response 0x3737 A i1.ytimg.com A 142.250.184.78"
"156","5.312203","2001:b07:ae5:604b::1","2001:b07:ae5:604b:605a:732d:3322:5c15","DNS","120","Standard query response 0x9547 AAAA i1.ytimg.com AAAA 2a00:1450:4002:405::200e"
"157","5.312682","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200e","TCP","86","23317  >  443 [SYN] Seq=0 Win=65320 Len=0 MSS=1420 WS=256 SACK_PERM"
"158","5.313856","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","147","Application Data"
"159","5.313897","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TCP","74","23248  >  443 [ACK] Seq=14170 Ack=1421 Win=2056 Len=0"
"160","5.314720","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","105","Application Data"
"161","5.314720","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","113","Application Data"
"162","5.314789","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TCP","74","23248  >  443 [ACK] Seq=14170 Ack=1491 Win=2055 Len=0"
"163","5.315776","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","113","Application Data"
"164","5.316319","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","145","Application Data"
"165","5.316319","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","105","Application Data"
"166","5.316367","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TCP","74","23248  >  443 [ACK] Seq=14209 Ack=1593 Win=2055 Len=0"
"167","5.319998","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23263 [ACK] Seq=1 Ack=121 Win=280 Len=0"
"168","5.319998","142.251.209.34","192.168.1.64","QUIC","69","Protected Payload (KP0)"
"169","5.320686","142.251.209.34","192.168.1.64","QUIC","67","Protected Payload (KP0)"
"170","5.320686","142.251.209.34","192.168.1.64","QUIC","67","Protected Payload (KP0)"
"171","5.320805","192.168.1.64","142.251.209.34","QUIC","75","Protected Payload (KP0), DCID=6e20d06ead03931a"
"172","5.321913","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23263 [ACK] Seq=1 Ack=160 Win=280 Len=0"
"173","5.321946","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","1291","[TCP Previous segment not captured] , Application Data, Application Data"
"174","5.321961","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TCP","86","[TCP Dup ACK 150#1] 23263  >  443 [ACK] Seq=160 Ack=1 Win=513 Len=0 SLE=5023 SRE=6240"
"175","5.324780","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","113","[TCP Out-Of-Order] 443  >  23263 [PSH, ACK] Seq=1 Ack=160 Win=280 Len=39"
"176","5.324780","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","177","[TCP Out-Of-Order] 443  >  23263 [PSH, ACK] Seq=40 Ack=160 Win=280 Len=103"
"177","5.324780","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","1294","[TCP Out-Of-Order] 443  >  23263 [PSH, ACK] Seq=143 Ack=160 Win=280 Len=1220"
"178","5.324828","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TCP","86","23263  >  443 [ACK] Seq=160 Ack=40 Win=512 Len=0 SLE=5023 SRE=6240"
"179","5.324873","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TCP","86","23263  >  443 [ACK] Seq=160 Ack=143 Win=512 Len=0 SLE=5023 SRE=6240"
"180","5.324885","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TCP","86","23263  >  443 [ACK] Seq=160 Ack=1363 Win=514 Len=0 SLE=5023 SRE=6240"
"181","5.325352","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TLSv1.2","109","Application Data"
"182","5.329246","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","1294","[TCP Retransmission] 443  >  23263 [PSH, ACK] Seq=1363 Ack=160 Win=280 Len=1220"
"183","5.329246","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","1294","[TCP Retransmission] 443  >  23263 [ACK] Seq=2583 Ack=160 Win=280 Len=1220"
"184","5.329246","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","1294","[TCP Retransmission] 443  >  23263 [PSH, ACK] Seq=3803 Ack=160 Win=280 Len=1220"
"185","5.329336","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TCP","74","23263  >  443 [ACK] Seq=195 Ack=6240 Win=514 Len=0"
"186","5.329440","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","86","443  >  23317 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1220 SACK_PERM WS=256"
"187","5.329610","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TLSv1.2","113","Application Data"
